X,TMDBID,title,releaseDate,rating,num_rating,stars,star1,star2,star3,star4,star5,director,runtime,genres,production,country,budget,revenue,date,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,ScienceFiction,Thriller,War,Western
7430,44639,Inside Job,10/8/10,7.5,123,"['Matt Damon', 'William Ackman', 'Daniel Alpert', 'Jonathan Alpert', 'Sigridur Benediktsdottir']",Matt Damon,William Ackman,Daniel Alpert,Jonathan Alpert,Sigridur Benediktsdottir,Charles Ferguson,109,['Documentary'],Sony Pictures Classics,United States of America,2000000,7871522,10/8/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7431,45094,Conviction,9/11/10,7,69,"['Hilary Swank', 'Minnie Driver', 'Bailee Madison', 'Loren Dean', 'John Pyper-Ferguson']",Hilary Swank,Minnie Driver,Bailee Madison,Loren Dean,John Pyper-Ferguson,Tony Goldwyn,107,['Drama'],20th Century Fox,United States of America,12500000,6732980,9/11/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7433,42188,Never Let Me Go,9/15/10,6.6,313,"['Carey Mulligan', 'Andrew Garfield', 'Keira Knightley', 'Domhnall Gleeson', 'Andrea Riseborough']",Carey Mulligan,Andrew Garfield,Keira Knightley,Domhnall Gleeson,Andrea Riseborough,Mark Romanek,104,"['Drama', 'Romance', 'Science Fiction']",Fox Searchlight Pictures,United Kingdom,15000000,9455232,9/15/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7435,45649,Rubber,5/15/10,5.8,111,"['Thomas F. Duffy', 'David Bowe', 'Stephen Spinella', 'Roxane Mesquida', 'Jack Plotnick']",Thomas F. Duffy,David Bowe,Stephen Spinella,Roxane Mesquida,Jack Plotnick,Quentin Dupieux,85,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']",Canal+,France,500000,98017,5/15/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
7436,41505,Shelter,3/27/10,5.4,90,"['Julianne Moore', 'Jonathan Rhys Meyers', 'Jeffrey DeMunn', 'Frances Conroy', 'Nate Corddry']",Julianne Moore,Jonathan Rhys Meyers,Jeffrey DeMunn,Frances Conroy,Nate Corddry,M?ns M?rlind,112,"['Horror', 'Mystery', 'Thriller']",NALA Films,United States of America,22000000,851517,3/27/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
7442,39514,RED,10/13/10,6.5,1878,"['Bruce Willis', 'John Malkovich', 'Helen Mirren', 'Mary-Louise Parker', 'Karl Urban']",Bruce Willis,John Malkovich,Helen Mirren,Mary-Louise Parker,Karl Urban,Robert Schwentke,111,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",DC Comics,United States of America,58000000,71664962,10/13/10,2010,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7445,43931,My Soul to Take,10/8/10,5.2,61,"['Max Thieriot', 'John Magaro', 'Denzel Whitaker', 'Zena Grey', 'Nick Lashaway']",Max Thieriot,John Magaro,Denzel Whitaker,Zena Grey,Nick Lashaway,Wes Craven,107,"['Drama', 'Horror', 'Mystery', 'Thriller']",Relativity Media,United States of America,25000000,19829957,10/8/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
7447,41211,Heartbreaker,3/17/10,6.5,168,"['Romain Duris', 'Vanessa Paradis', 'Julie Ferrier', 'Fran?ois Damiens', 'Andrew Lincoln']",Romain Duris,Vanessa Paradis,Julie Ferrier,Fran?ois Damiens,Andrew Lincoln,Pascal Chaumeil,105,"['Romance', 'Comedy']",Quad Productions,France,42041529,34900000,3/17/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7448,46332,Of Gods and Men,5/18/10,6.1,36,"['Lambert Wilson', 'Michael Lonsdale', 'Olivier Rabourdin', 'Philippe Laudenbach', 'Jacques Herlin']",Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,Philippe Laudenbach,Jacques Herlin,Xavier Beauvois,120,"['Drama', 'History']",Why Not Productions,France,4000000,41424067,5/18/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7449,41436,Paranormal Activity 2,10/20/10,5.8,332,"['Katie Featherston', 'David Bierend', 'Brian Boland', 'Molly Ephraim', 'Seth Ginsberg']",Katie Featherston,David Bierend,Brian Boland,Molly Ephraim,Seth Ginsberg,Tod Williams,91,"['Horror', 'Thriller']",Paramount Pictures,United States of America,3000000,177512032,10/20/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7451,44603,Hereafter,10/15/10,5.6,219,"['Matt Damon', 'Bryce Dallas Howard', 'George McLaren', 'Thierry Neuvic', 'Cyndi Mayo Davis']",Matt Damon,Bryce Dallas Howard,George McLaren,Thierry Neuvic,Cyndi Mayo Davis,Clint Eastwood,129,"['Drama', 'Fantasy']",Amblin Entertainment,United States of America,50000000,105197635,10/15/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7453,41439,Saw: The Final Chapter,10/21/10,5.8,307,"['Tobin Bell', 'Costas Mandylor', 'Betsy Russell', 'Cary Elwes', 'Sean Patrick Flanery']",Tobin Bell,Costas Mandylor,Betsy Russell,Cary Elwes,Sean Patrick Flanery,Kevin Greutert,90,"['Horror', 'Crime']",Lionsgate,Canada,20000000,136150434,10/21/10,2010,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7454,41733,Due Date,11/4/10,6.2,820,"['Zach Galifianakis', 'Robert Downey Jr.', 'Michelle Monaghan', 'Jamie Foxx', 'Juliette Lewis']",Zach Galifianakis,Robert Downey Jr.,Michelle Monaghan,Jamie Foxx,Juliette Lewis,Todd Phillips,95,"['Comedy', 'Drama']",Legendary Pictures,United States of America,65000000,211780824,11/4/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7456,44115,127 Hours,11/5/10,6.8,1236,"['James Franco', 'Kate Mara', 'Amber Tamblyn', 'Sean Bott', 'Koleman Stinger']",James Franco,Kate Mara,Amber Tamblyn,Sean Bott,Koleman Stinger,Danny Boyle,94,"['Adventure', 'Drama', 'Thriller']",Fox Searchlight Pictures,United Kingdom,18000000,35692920,11/5/10,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7457,38055,Megamind,10/28/10,6.5,997,"['Will Ferrell', 'Brad Pitt', 'Tina Fey', 'Jonah Hill', 'David Cross']",Will Ferrell,Brad Pitt,Tina Fey,Jonah Hill,David Cross,Tom McGrath,95,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",DreamWorks Animation,United States of America,130000000,321885765,10/28/10,2010,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7458,44214,Black Swan,12/2/10,7,2070,"['Natalie Portman', 'Vincent Cassel', 'Barbara Hershey', 'Mila Kunis', 'Winona Ryder']",Natalie Portman,Vincent Cassel,Barbara Hershey,Mila Kunis,Winona Ryder,Darren Aronofsky,108,"['Drama', 'Mystery', 'Thriller']",Fox Searchlight Pictures,United States of America,13000000,327803731,12/2/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
7465,44048,Unstoppable,11/4/10,6.3,562,"['Denzel Washington', 'Chris Pine', 'Rosario Dawson', 'Ethan Suplee', 'Kevin Corrigan']",Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee,Kevin Corrigan,Tony Scott,98,"['Action', 'Thriller']",Twentieth Century Fox Film Corporation,United States of America,100000000,167805466,11/4/10,2010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7466,38357,Morning Glory,1/12/10,6.1,199,"['Rachel McAdams', 'Harrison Ford', 'Patrick Wilson', 'Jeff Goldblum', 'Diane Keaton']",Rachel McAdams,Harrison Ford,Patrick Wilson,Jeff Goldblum,Diane Keaton,Roger Michell,102,"['Comedy', 'Drama', 'Romance']",Bad Robot,United States of America,40000000,58785180,1/12/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7468,43539,The Next Three Days,11/18/10,6.8,476,"['Russell Crowe', 'Brian Dennehy', 'RZA', 'Moran Atias', 'Jason Beghe']",Russell Crowe,Brian Dennehy,RZA,Moran Atias,Jason Beghe,Paul Haggis,133,"['Romance', 'Drama', 'Thriller', 'Crime']",Lionsgate,United States of America,30000000,51148651,11/18/10,2010,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
7470,44147,Wild Target,4/8/10,6.1,79,"['Bill Nighy', 'Emily Blunt', 'Rupert Grint', 'Rupert Everett', 'Eileen Atkins']",Bill Nighy,Emily Blunt,Rupert Grint,Rupert Everett,Eileen Atkins,Jonathan Lynn,98,"['Action', 'Comedy']",Matador Pictures,France,8000000,3453043,4/8/10,2010,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7471,43434,Carlos,5/19/10,6.2,26,"['Edgar Ram?rez', 'Alexander Scheer', 'Fadi Abi Samra', 'Nora von Waldst?tten', 'Talal El-Jordi']",Edgar Ram?rez,Alexander Scheer,Fadi Abi Samra,Nora von Waldst?tten,Talal El-Jordi,Olivier Assayas,338,"['Crime', 'Drama', 'Thriller', 'History']",Egoli Tossell Film AG,France,18000000,871279,5/19/10,2010,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7473,12444,Harry Potter and the Deathly Hallows: Part 1,10/17/10,7.2,2846,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Ralph Fiennes', 'Helena Bonham Carter']",Daniel Radcliffe,Emma Watson,Rupert Grint,Ralph Fiennes,Helena Bonham Carter,David Yates,146,"['Adventure', 'Fantasy', 'Family']",Warner Bros.,United Kingdom,250000000,954305868,10/17/10,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7474,45269,The King's Speech,9/6/10,7.3,1392,"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Guy Pearce', 'Timothy Spall']",Colin Firth,Geoffrey Rush,Helena Bonham Carter,Guy Pearce,Timothy Spall,Tom Hooper,118,"['Drama', 'History']",The Weinstein Company,United Kingdom,15000000,414211549,9/6/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7475,38757,Tangled,11/24/10,7.2,1684,"['Mandy Moore', 'Zachary Levi', 'Donna Murphy', 'Ron Perlman', 'Jeffrey Tambor']",Mandy Moore,Zachary Levi,Donna Murphy,Ron Perlman,Jeffrey Tambor,Byron Howard,100,"['Animation', 'Family']",Walt Disney Pictures,United States of America,260000000,591794936,11/24/10,2010,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7476,45317,The Fighter,12/17/10,7,818,"['Mark Wahlberg', 'Christian Bale', 'Amy Adams', 'Melissa Leo', ""Mickey O'Keefe""]",Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo,Mickey O'Keefe,David O. Russell,116,['Drama'],Paramount Pictures,United States of America,25000000,129190869,12/17/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7478,47088,The Extra Man,8/1/10,5.7,13,"['Kevin Kline', 'Paul Dano', 'Katie Holmes', 'John C. Reilly', 'Dan Hedaya']",Kevin Kline,Paul Dano,Katie Holmes,John C. Reilly,Dan Hedaya,Robert Pulcini,108,['Comedy'],Wild Bunch,France,7000000,453079,8/1/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7480,45324,Casino Jack,9/16/10,6,35,"['Kevin Spacey', 'Kelly Preston', 'Hannah Endicott-Douglas', 'Rachelle Lefevre', 'Barry Pepper']",Kevin Spacey,Kelly Preston,Hannah Endicott-Douglas,Rachelle Lefevre,Barry Pepper,George Hickenlooper,108,"['Crime', 'Comedy', 'Drama']",An Olive Branch Productions,Canada,12500000,1083683,9/16/10,2010,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7482,48838,London Boulevard,11/10/10,5.6,126,"['Keira Knightley', 'Colin Farrell', 'Anna Friel', 'Ray Winstone', 'Jamie Campbell Bower']",Keira Knightley,Colin Farrell,Anna Friel,Ray Winstone,Jamie Campbell Bower,William Monahan,103,"['Drama', 'Crime']",GK Films,United Kingdom,25000000,4644108,11/10/10,2010,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7483,42684,Skyline,11/11/10,4.6,250,"['Eric Balfour', 'Scottie Thompson', 'David Zayas', 'Donald Faison', 'Brittany Daniel']",Eric Balfour,Scottie Thompson,David Zayas,Donald Faison,Brittany Daniel,Greg Strause,100,['Science Fiction'],Rogue Pictures,United States of America,10000000,66821036,11/11/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7486,38117,Beastly,1/21/11,5.8,359,"['Alex Pettyfer', 'Dakota Johnson', 'Erik Knudsen', 'Mary-Kate Olsen', 'Vanessa Hudgens']",Alex Pettyfer,Dakota Johnson,Erik Knudsen,Mary-Kate Olsen,Vanessa Hudgens,Daniel Barnz,86,"['Drama', 'Fantasy', 'Romance']",CBS Films,United States of America,17000000,43165571,1/21/11,2011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7487,43347,Love & Other Drugs,11/22/10,6.5,558,"['Jake Gyllenhaal', 'Anne Hathaway', 'Oliver Platt', 'Hank Azaria', 'Gabriel Macht']",Jake Gyllenhaal,Anne Hathaway,Oliver Platt,Hank Azaria,Gabriel Macht,Edward Zwick,112,"['Drama', 'Comedy', 'Romance']",Bedford Falls Productions,United States of America,30000000,102820008,11/22/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7488,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,8/13/10,6,740,"['Skandar Keynes', 'Georgie Henley', 'Simon Pegg', 'Gary Sweet', 'Arthur Angel']",Skandar Keynes,Georgie Henley,Simon Pegg,Gary Sweet,Arthur Angel,Michael Apted,113,"['Adventure', 'Family', 'Fantasy']",Dune Entertainment,United States of America,155000000,415686217,8/13/10,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7489,37710,The Tourist,12/8/10,6,889,"['Johnny Depp', 'Angelina Jolie', 'Paul Bettany', 'Timothy Dalton', 'Steven Berkoff']",Johnny Depp,Angelina Jolie,Paul Bettany,Timothy Dalton,Steven Berkoff,Florian Henckel von Donnersmarck,103,"['Action', 'Thriller', 'Romance']",Spyglass Entertainment,United States of America,100000000,278346189,12/8/10,2010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
7495,43930,"Tomorrow, When the War Began",8/8/10,6.5,98,"['Caitlin Stasey', 'Rachel Hurd-Wood', 'Phoebe Tonkin', 'Deniz Akdeniz', 'Lincoln Lewis']",Caitlin Stasey,Rachel Hurd-Wood,Phoebe Tonkin,Deniz Akdeniz,Lincoln Lewis,Stuart Beattie,103,"['Action', 'Adventure', 'Drama']",Omnilab Media,Australia,27000000,13361614,8/8/10,2010,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7496,44264,True Grit,12/22/10,7,892,"['Jeff Bridges', 'Hailee Steinfeld', 'Matt Damon', 'Josh Brolin', 'Barry Pepper']",Jeff Bridges,Hailee Steinfeld,Matt Damon,Josh Brolin,Barry Pepper,Joel Coen,110,"['Drama', 'Western', 'Adventure']",Paramount Pictures,United States of America,38000000,252276927,12/22/10,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7497,20526,TRON: Legacy,12/10/10,6.3,1797,"['Garrett Hedlund', 'Jeff Bridges', 'Olivia Wilde', 'Bruce Boxleitner', 'Yaya DaCosta']",Garrett Hedlund,Jeff Bridges,Olivia Wilde,Bruce Boxleitner,Yaya DaCosta,Joseph Kosinski,125,"['Adventure', 'Action', 'Science Fiction']",Walt Disney Pictures,United States of America,170000000,400062763,12/10/10,2010,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7498,44009,Another Year,11/5/10,6.6,33,"['Jim Broadbent', 'Lesley Manville', 'Ruth Sheen', 'Oliver Maltman', 'Peter Wight']",Jim Broadbent,Lesley Manville,Ruth Sheen,Oliver Maltman,Peter Wight,Mike Leigh,129,"['Comedy', 'Drama']",Film4,United Kingdom,8000000,18124262,11/5/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7499,42888,How Do You Know,12/17/10,4.8,109,"['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson', 'Jack Nicholson', 'Kathryn Hahn']",Reese Witherspoon,Paul Rudd,Owen Wilson,Jack Nicholson,Kathryn Hahn,James L. Brooks,121,"['Comedy', 'Drama', 'Romance']",Columbia Pictures,United States of America,120000000,48668907,12/17/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7500,46829,Barney's Version,10/26/10,7.1,57,"['Paul Giamatti', 'Dustin Hoffman', 'Rosamund Pike', 'Minnie Driver', 'Rachelle Lefevre']",Paul Giamatti,Dustin Hoffman,Rosamund Pike,Minnie Driver,Rachelle Lefevre,Richard J. Lewis,134,"['Comedy', 'Drama']",Serendipity Point Films,Canada,30000000,8454301,10/26/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7501,44129,The Company Men,10/21/10,6.3,108,"['Ben Affleck', 'Tommy Lee Jones', 'Chris Cooper', 'Kevin Costner', 'Maria Bello']",Ben Affleck,Tommy Lee Jones,Chris Cooper,Kevin Costner,Maria Bello,John Wells,104,['Drama'],Spring Creek Productions,United States of America,15000000,4882577,10/21/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7507,41283,Faster,11/23/10,6.1,315,"['Dwayne Johnson', 'Billy Bob Thornton', 'Maggie Grace', 'Carla Gugino', 'Tom Berenger']",Dwayne Johnson,Billy Bob Thornton,Maggie Grace,Carla Gugino,Tom Berenger,"George Tillman, Jr.",98,"['Crime', 'Drama', 'Action', 'Thriller']",Castle Rock Entertainment,United States of America,24000000,23081726,11/23/10,2010,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7508,27585,Rabbit Hole,12/16/10,6.6,54,"['Nicole Kidman', 'Sandra Oh', 'Dianne Wiest', 'Aaron Eckhart', 'Tammy Blanchard']",Nicole Kidman,Sandra Oh,Dianne Wiest,Aaron Eckhart,Tammy Blanchard,John Cameron Mitchell,91,['Drama'],Olympus Pictures,United States of America,5000000,5129058,12/16/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7510,39451,Little Fockers,12/21/10,5.4,586,"['Robert De Niro', 'Ben Stiller', 'Owen Wilson', 'Dustin Hoffman', 'Barbra Streisand']",Robert De Niro,Ben Stiller,Owen Wilson,Dustin Hoffman,Barbra Streisand,Paul Weitz,98,"['Comedy', 'Romance']",Paramount Pictures,United States of America,100000000,310650585,12/21/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7511,38745,Gulliver's Travels,12/25/10,4.9,305,"['Emily Blunt', 'Jason Segel', 'Jack Black', 'Amanda Peet', ""Chris O'Dowd""]",Emily Blunt,Jason Segel,Jack Black,Amanda Peet,Chris O'Dowd,Rob Letterman,85,['Comedy'],Twentieth Century Fox Film Corporation,United States of America,112000000,237382724,12/25/10,2010,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7514,42297,Burlesque,11/23/10,6.6,260,"['Cher', 'Christina Aguilera', 'Eric Dane', 'Cam Gigandet', 'Julianne Hough']",Cher,Christina Aguilera,Eric Dane,Cam Gigandet,Julianne Hough,Steve Antin,119,"['Drama', 'Romance']",Bedford Falls Productions,United States of America,55000000,89519773,11/23/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7515,51739,The Secret World of Arrietty,7/16/10,7.1,342,"['Mirai Shida', 'Ryunosuke Kamiki', 'Tomokazu Miura', 'Tatsuya Fujiwara', 'Shinobu ?take']",Mirai Shida,Ryunosuke Kamiki,Tomokazu Miura,Tatsuya Fujiwara,Shinobu ?take,Hiromasa Yonebayashi,94,"['Fantasy', 'Animation', 'Family']",Studio Ghibli,Japan,37000000,145570827,7/16/10,2010,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7517,41515,Yogi Bear,12/11/10,5.2,126,"['Dan Aykroyd', 'Justin Timberlake', 'Anna Faris', 'Tom Cavanagh', 'Christine Taylor']",Dan Aykroyd,Justin Timberlake,Anna Faris,Tom Cavanagh,Christine Taylor,Eric Brevig,80,"['Comedy', 'Family', 'Animation', 'Adventure']",De Line Pictures,United States of America,80000000,201584141,12/11/10,2010,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7522,23830,Last Night,5/11/10,6.1,127,"['Keira Knightley', 'Sam Worthington', 'Eva Mendes', 'Guillaume Canet', 'Griffin Dunne']",Keira Knightley,Sam Worthington,Eva Mendes,Guillaume Canet,Griffin Dunne,Massy Tadjedin,90,"['Drama', 'Romance']",Gaumont,France,7000000,7644937,5/11/10,2010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7523,40805,The Green Hornet,1/12/11,5.5,734,"['Seth Rogen', 'Jay Chou', 'Christoph Waltz', 'Cameron Diaz', 'Edward Furlong']",Seth Rogen,Jay Chou,Christoph Waltz,Cameron Diaz,Edward Furlong,Michel Gondry,119,"['Action', 'Crime', 'Comedy']",Original Film,United States of America,120000000,227817248,1/12/11,2011,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
